Record,Concept,XPath,Content
100519.xml,Keyword,/resource/subjects/subject,"Chemistry"
100519.xml,Keyword,/resource/subjects/subject,"Chemistry:Sediment"
100519.xml,Keyword,/resource/subjects/subject,"Chemistry:Fluid"
100520.xml,Resource Title,/resource/titles/title,"Beaver Dam Mountains-Tule Springs Hills-Mormon Mountains Thermochronology - 2015-01-22"
100520.xml,Resource Creation/Revision Date,/resource/dates/date,"2015-03-01"
100520.xml,Abstract,/resource/descriptions/description,"This dataset contains apatite and zircon (U-Th)/He data from the Beaver Dam Mountains, Tule Springs Hills, and Mormon Mountains of southwestern Utah and southeastern Nevada. The region is host to three major low-angle structures, the Castle Cliffs, Tule Springs, and Mormon Peak detachments, whose origin and role in regional extension are vigorously debated. We analyzed 36 samples collected from Precambrian basement gneisses and Paleozoic to Jurassic siltstones and sandstones exposed in the footwalls of these detachments. Samples from the Beaver Dam and Mormon mountains were collected earlier by Stockli (1999); samples from the Tule Springs Hills were collected during the course of this study."
100520.xml,Theme Keyword,/resource/subjects/subject,"Other"
100520.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100520.xml,Responsible Party Identifier,/resource/contributors/contributor/nameIdentifier,"10.17616/R3V644"
100520.xml,Responsible Party Identifier Type,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,"DOI"
100520.xml,First Name,/resource/creators/creator/creatorName,"Bidgoli, Tandis S."
100520.xml,First Name,/resource/creators/creator/creatorName,"Stockli, Daniel F."
100520.xml,First Name,/resource/creators/creator/creatorName,"Walker, J. Douglas"
100520.xml,Middle Name,/resource/creators/creator/creatorName,"Bidgoli, Tandis S."
100520.xml,Middle Name,/resource/creators/creator/creatorName,"Stockli, Daniel F."
100520.xml,Middle Name,/resource/creators/creator/creatorName,"Walker, J. Douglas"
100520.xml,Last Name,/resource/creators/creator/creatorName,"Bidgoli, Tandis S."
100520.xml,Last Name,/resource/creators/creator/creatorName,"Stockli, Daniel F."
100520.xml,Last Name,/resource/creators/creator/creatorName,"Walker, J. Douglas"
100520.xml,Publication Date,/resource/publicationYear,"2015"
100520.xml,Publisher,/resource/publisher,"Integrated Earth Data Applications (IEDA)"
100520.xml,Resource Version,/resource/version,"1.0"
100520.xml,Resource Identifier,/resource/identifier,"10.1594/IEDA/100520"
100520.xml,Resource Identifier,/resource/alternateIdentifiers/alternateIdentifier,"http://www.earthchem.org/library/browse/view?id=840"
100520.xml,Author / Originator Identifier,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,"GeoPass"
100520.xml,Bounding Box,/resource/geoLocations/geoLocation/geoLocationPlace,"Basin and Range, Mormon Mountains, Beaver Dam Mountains, Tule Springs Hills"
100520.xml,Contributor Name,/resource/contributors/contributor/contributorName,"EarthChem Library (ECL)"
100520.xml,Resource Format,/resource/formats/format,"application/zip"
100520.xml,Rights,/resource/rightsList/rights,"Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]"
100520.xml,Distribution Format,/resource/formats/format,"application/zip"
100520.xml,Resource Type,/resource/resourceType/@resourceTypeGeneral,"Dataset"
100520.xml,Spatial Extent,/resource/geoLocations/geoLocation,"36.916151 -114.563448 37.244919 -113.778249"
100520.xml,Spatial Extent,/resource/geoLocations/geoLocation,"Basin and Range, Mormon Mountains, Beaver Dam Mountains, Tule Springs Hills"
100520.xml,Resource Language,/resource/language,"eng"
100520.xml,Contributor Role,/resource/contributors/contributor/@contributorType,"Editor"
100520.xml,Resource Identifier Type,/resource/identifier/@identifierType,"DOI"
100520.xml,Keyword,/resource/subjects/subject,"Other"
100521.xml,Resource Title,/resource/titles/title,"Major and selected trace elements for ancient glacial diamictites"
100521.xml,Resource Creation/Revision Date,/resource/dates/date,"2015-02-15"
100521.xml,Abstract,/resource/descriptions/description,"These data are whole-rock major and trace element measurements for ancient glacial diamictites from the Paleozoic, Neoproterozoic, Paleoproterozoic, and Mesoarchean. They show systematic changes in transition metals that can be attributable to two affects: 1) gradual evolution of the average composition of the upper continental crust towards a more evolved composition; and 2) loss of redox sensitive elements from the continental crust and transfer to the oceans due to increasing levels of oxidative weathering as atmospheric oxygen levels rose."
100521.xml,Theme Keyword,/resource/subjects/subject,"Chemistry:Rock"
100521.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100521.xml,Responsible Party Identifier,/resource/contributors/contributor/nameIdentifier,"10.17616/R3V644"
100521.xml,Responsible Party Identifier Type,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,"DOI"
100521.xml,First Name,/resource/creators/creator/creatorName,"Gaschnig, Richard M."
100521.xml,First Name,/resource/creators/creator/creatorName,"Rudnick, Roberta"
100521.xml,First Name,/resource/creators/creator/creatorName,"McDonough, Bill"
100521.xml,First Name,/resource/creators/creator/creatorName,"Kaufman, Alan"
100521.xml,First Name,/resource/creators/creator/creatorName,"Hu, Zhaochu"
100521.xml,First Name,/resource/creators/creator/creatorName,"Gao, Shan"
100521.xml,Middle Name,/resource/creators/creator/creatorName,"Gaschnig, Richard M."
100521.xml,Middle Name,/resource/creators/creator/creatorName,"Rudnick, Roberta"
100521.xml,Middle Name,/resource/creators/creator/creatorName,"McDonough, Bill"
100521.xml,Middle Name,/resource/creators/creator/creatorName,"Kaufman, Alan"
100521.xml,Middle Name,/resource/creators/creator/creatorName,"Hu, Zhaochu"
100521.xml,Middle Name,/resource/creators/creator/creatorName,"Gao, Shan"
100521.xml,Last Name,/resource/creators/creator/creatorName,"Gaschnig, Richard M."
100521.xml,Last Name,/resource/creators/creator/creatorName,"Rudnick, Roberta"
100521.xml,Last Name,/resource/creators/creator/creatorName,"McDonough, Bill"
100521.xml,Last Name,/resource/creators/creator/creatorName,"Kaufman, Alan"
100521.xml,Last Name,/resource/creators/creator/creatorName,"Hu, Zhaochu"
100521.xml,Last Name,/resource/creators/creator/creatorName,"Gao, Shan"
100521.xml,Publication Date,/resource/publicationYear,"2015"
100521.xml,Publisher,/resource/publisher,"Integrated Earth Data Applications (IEDA)"
100521.xml,Resource Version,/resource/version,"1.0"
100521.xml,Resource Identifier,/resource/identifier,"10.1594/IEDA/100521"
100521.xml,Resource Identifier,/resource/alternateIdentifiers/alternateIdentifier,"http://www.earthchem.org/library/browse/view?id=845"
100521.xml,Related Resource Identifier,/resource/relatedIdentifiers/relatedIdentifier,"10.1016/j.epsl.2014.10.002"
100521.xml,Author / Originator Identifier,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,"GeoPass"
100521.xml,Contributor Name,/resource/contributors/contributor/contributorName,"EarthChem Library (ECL)"
100521.xml,Resource Format,/resource/formats/format,"application/vnd.ms-excel"
100521.xml,Rights,/resource/rightsList/rights,"Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]"
100521.xml,Distribution Format,/resource/formats/format,"application/vnd.ms-excel"
100521.xml,Resource Type,/resource/resourceType/@resourceTypeGeneral,"Dataset"
100521.xml,Spatial Extent,/resource/geoLocations/geoLocation,"-33.8404 -112.35724 46.877 111.069283333"
100521.xml,Resource Language,/resource/language,"eng"
100521.xml,Contributor Role,/resource/contributors/contributor/@contributorType,"Editor"
100521.xml,Resource Identifier Type,/resource/identifier/@identifierType,"DOI"
100521.xml,Keyword,/resource/subjects/subject,"Chemistry:Rock"
100522.xml,Resource Title,/resource/titles/title,"Physicochemical parameters and arsenic speciation in the groundwater of the Bedrock aquifer of the Willamette Basin"
100522.xml,Resource Creation/Revision Date,/resource/dates/date,"2015-02-15"
100522.xml,Abstract,/resource/descriptions/description,"These groundwater analyses were collected from the bedrock aquifer in the southern Willamette Basin near Creswell, OR, USA. Measurements include temperature, pH, specific conductance, dissolved oxygen, alkalinity, dissolved organic carbon, and arsenic speciation. Arsenic speciation includes arsenic as arsenite, arsenite, monomethylarsonate, dimethylarsinate, and total arsenic. These data were collected as part of an investigation to characterize the role of microorganisms and aquifer chemistry in arsenic speciation and cycling."
100522.xml,Theme Keyword,/resource/subjects/subject,"Chemistry"
100522.xml,Theme Keyword,/resource/subjects/subject,"Chemistry:Fluid"
100522.xml,Theme Keyword,/resource/subjects/subject,"Other"
100522.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100522.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100522.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100522.xml,Responsible Party Identifier,/resource/contributors/contributor/nameIdentifier,"10.17616/R3V644"
100522.xml,Responsible Party Identifier Type,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,"DOI"
100522.xml,First Name,/resource/creators/creator/creatorName,"Maguffin, Scott C."
100522.xml,First Name,/resource/creators/creator/creatorName,"Jin, Qusheng"
100522.xml,First Name,/resource/creators/creator/creatorName,"Kirk, Matthew F."
100522.xml,First Name,/resource/creators/creator/creatorName,"Daigle, Ashley R."
100522.xml,First Name,/resource/creators/creator/creatorName,"Hinkle, Stephen R."
100522.xml,Middle Name,/resource/creators/creator/creatorName,"Maguffin, Scott C."
100522.xml,Middle Name,/resource/creators/creator/creatorName,"Jin, Qusheng"
100522.xml,Middle Name,/resource/creators/creator/creatorName,"Kirk, Matthew F."
100522.xml,Middle Name,/resource/creators/creator/creatorName,"Daigle, Ashley R."
100522.xml,Middle Name,/resource/creators/creator/creatorName,"Hinkle, Stephen R."
100522.xml,Last Name,/resource/creators/creator/creatorName,"Maguffin, Scott C."
100522.xml,Last Name,/resource/creators/creator/creatorName,"Jin, Qusheng"
100522.xml,Last Name,/resource/creators/creator/creatorName,"Kirk, Matthew F."
100522.xml,Last Name,/resource/creators/creator/creatorName,"Daigle, Ashley R."
100522.xml,Last Name,/resource/creators/creator/creatorName,"Hinkle, Stephen R."
100522.xml,Publication Date,/resource/publicationYear,"2015"
100522.xml,Publisher,/resource/publisher,"Integrated Earth Data Applications (IEDA)"
100522.xml,Resource Version,/resource/version,"1.0"
100522.xml,Resource Identifier,/resource/identifier,"10.1594/IEDA/100522"
100522.xml,Resource Identifier,/resource/alternateIdentifiers/alternateIdentifier,"http://www.earthchem.org/library/browse/view?id=846"
100522.xml,Related Resource Identifier,/resource/relatedIdentifiers/relatedIdentifier,"10.1038/ngeo2383"
100522.xml,Author / Originator Identifier,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,"GeoPass"
100522.xml,Bounding Box,/resource/geoLocations/geoLocation/geoLocationPlace,"USA, Oregon, Willamette Basin, Willamette Valley"
100522.xml,Contributor Name,/resource/contributors/contributor/contributorName,"EarthChem Library (ECL)"
100522.xml,Resource Format,/resource/formats/format,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet"
100522.xml,Rights,/resource/rightsList/rights,"Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]"
100522.xml,Distribution Format,/resource/formats/format,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet"
100522.xml,Resource Type,/resource/resourceType/@resourceTypeGeneral,"Dataset"
100522.xml,Spatial Extent,/resource/geoLocations/geoLocation,"USA, Oregon, Willamette Basin, Willamette Valley"
100522.xml,Resource Language,/resource/language,"eng"
100522.xml,Contributor Role,/resource/contributors/contributor/@contributorType,"Editor"
100522.xml,Resource Identifier Type,/resource/identifier/@identifierType,"DOI"
100522.xml,Keyword,/resource/subjects/subject,"Chemistry"
100522.xml,Keyword,/resource/subjects/subject,"Chemistry:Fluid"
100522.xml,Keyword,/resource/subjects/subject,"Other"
100523.xml,Resource Title,/resource/titles/title,"A Mercury-like component of early Earth yields U in the core and high mantle 142Nd"
100523.xml,Resource Creation/Revision Date,/resource/dates/date,"2016-02-15"
100523.xml,Abstract,/resource/descriptions/description,"We experimentally determined Rare Earth Element partitioning between sulfide and silicate liquids under reduced conditions at 1400C, 1500C and 1650C and 1.5 GPa. The data file gives a summary of the major and trace element composition of sulfide and silicate liquids determined by EMP and Laser-Ablation ICPMS, and a data table of the sulfide/silicate element partitioning coefficients."
100523.xml,Theme Keyword,/resource/subjects/subject,"Petrology:Experimental"
100523.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100523.xml,Responsible Party Identifier,/resource/contributors/contributor/nameIdentifier,"10.17616/R3V644"
100523.xml,Responsible Party Identifier Type,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,"DOI"
100523.xml,First Name,/resource/creators/creator/creatorName,"Wohlers, Anke"
100523.xml,First Name,/resource/creators/creator/creatorName,"Wood, Bernard J."
100523.xml,Middle Name,/resource/creators/creator/creatorName,"Wohlers, Anke"
100523.xml,Middle Name,/resource/creators/creator/creatorName,"Wood, Bernard J."
100523.xml,Last Name,/resource/creators/creator/creatorName,"Wohlers, Anke"
100523.xml,Last Name,/resource/creators/creator/creatorName,"Wood, Bernard J."
100523.xml,Publication Date,/resource/publicationYear,"2015"
100523.xml,Publisher,/resource/publisher,"Integrated Earth Data Applications (IEDA)"
100523.xml,Resource Version,/resource/version,"1.0"
100523.xml,Resource Identifier,/resource/identifier,"10.1594/IEDA/100523"
100523.xml,Resource Identifier,/resource/alternateIdentifiers/alternateIdentifier,"http://www.earthchem.org/library/browse/view?id=848"
100523.xml,Author / Originator Identifier,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,"GeoPass"
100523.xml,Contributor Name,/resource/contributors/contributor/contributorName,"EarthChem Library (ECL)"
100523.xml,Resource Format,/resource/formats/format,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet"
100523.xml,Rights,/resource/rightsList/rights,"Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]"
100523.xml,Distribution Format,/resource/formats/format,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet"
100523.xml,Resource Type,/resource/resourceType/@resourceTypeGeneral,"Collection"
100523.xml,Resource Language,/resource/language,"eng"
100523.xml,Contributor Role,/resource/contributors/contributor/@contributorType,"Editor"
100523.xml,Resource Identifier Type,/resource/identifier/@identifierType,"DOI"
100523.xml,Keyword,/resource/subjects/subject,"Petrology:Experimental"
100524.xml,Resource Title,/resource/titles/title,"Tungsten and osmium isotopic compositions and W, Hf and HSE abundances of metals separated from Apollo 16 lunar impact melt rocks."
100524.xml,Resource Creation/Revision Date,/resource/dates/date,"2015-08-15"
100524.xml,Abstract,/resource/descriptions/description,"The dataset presents W and Os isotopic compositions and W, Hf and HSE abundances of metals separated from Apollo 16 lunar impact melt rocks. These data are used to determine the W isotope composition of the lunar mantle, monitoring potential effects of meteoritic contamination and cosmic rays on W isotopes."
100524.xml,Theme Keyword,/resource/subjects/subject,"Chemistry:Rock"
100524.xml,Theme Keyword,/resource/subjects/subject,"Other"
100524.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100524.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100524.xml,Responsible Party Identifier,/resource/contributors/contributor/nameIdentifier,"10.17616/R3V644"
100524.xml,Responsible Party Identifier Type,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,"DOI"
100524.xml,First Name,/resource/creators/creator/creatorName,"Touboul, Mathieu"
100524.xml,First Name,/resource/creators/creator/creatorName,"Walker, Richard J."
100524.xml,First Name,/resource/creators/creator/creatorName,"Puchtel, Igor S."
100524.xml,Middle Name,/resource/creators/creator/creatorName,"Touboul, Mathieu"
100524.xml,Middle Name,/resource/creators/creator/creatorName,"Walker, Richard J."
100524.xml,Middle Name,/resource/creators/creator/creatorName,"Puchtel, Igor S."
100524.xml,Last Name,/resource/creators/creator/creatorName,"Touboul, Mathieu"
100524.xml,Last Name,/resource/creators/creator/creatorName,"Walker, Richard J."
100524.xml,Last Name,/resource/creators/creator/creatorName,"Puchtel, Igor S."
100524.xml,Publication Date,/resource/publicationYear,"2015"
100524.xml,Publisher,/resource/publisher,"Integrated Earth Data Applications (IEDA)"
100524.xml,Resource Version,/resource/version,"1.0"
100524.xml,Resource Identifier,/resource/identifier,"10.1594/IEDA/100524"
100524.xml,Resource Identifier,/resource/alternateIdentifiers/alternateIdentifier,"http://www.earthchem.org/library/browse/view?id=849"
100524.xml,Author / Originator Identifier,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,"GeoPass"
100524.xml,Bounding Box,/resource/geoLocations/geoLocation/geoLocationPlace,"Moon, Apollo 16"
100524.xml,Contributor Name,/resource/contributors/contributor/contributorName,"EarthChem Library (ECL)"
100524.xml,Resource Format,/resource/formats/format,"application/vnd.ms-excel"
100524.xml,Rights,/resource/rightsList/rights,"Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]"
100524.xml,Distribution Format,/resource/formats/format,"application/vnd.ms-excel"
100524.xml,Resource Type,/resource/resourceType/@resourceTypeGeneral,"Dataset"
100524.xml,Spatial Extent,/resource/geoLocations/geoLocation,"Moon, Apollo 16"
100524.xml,Resource Language,/resource/language,"eng"
100524.xml,Contributor Role,/resource/contributors/contributor/@contributorType,"Editor"
100524.xml,Resource Identifier Type,/resource/identifier/@identifierType,"DOI"
100524.xml,Keyword,/resource/subjects/subject,"Chemistry:Rock"
100524.xml,Keyword,/resource/subjects/subject,"Other"
100525.xml,Resource Title,/resource/titles/title,"Field Report for Young Basaltic Samples from the Basin and Range"
100525.xml,Resource Creation/Revision Date,/resource/dates/date,"2015-03-01"
100525.xml,Abstract,/resource/descriptions/description,"This field report includes maps and photos that document the location of samples collected for NSF-Earthscope-0745797, to study mantle dynamics and magmatism across the Basin and Range. Samples are from young mafic centers in the Black Rock (UT), Snow Canyon (UT) and Uinkaret (Western Grand Canyon, AZ) Volcanic Fields. Special targets include scoria lapilli from cinder cones, to provide well-quenched material for olivine-hosted melt inclusion volatile studies. Samples include IGSN."
100525.xml,Theme Keyword,/resource/subjects/subject,"SampleInfo"
100525.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100525.xml,Responsible Party Identifier,/resource/contributors/contributor/nameIdentifier,"10.17616/R3V644"
100525.xml,Responsible Party Identifier Type,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,"DOI"
100525.xml,First Name,/resource/creators/creator/creatorName,"Plank, Terry"
100525.xml,First Name,/resource/creators/creator/creatorName,"Bendersky, Claire"
100525.xml,First Name,/resource/creators/creator/creatorName,"Lee, Cin-Ty"
100525.xml,First Name,/resource/creators/creator/creatorName,"Forsyth, Donald"
100525.xml,Middle Name,/resource/creators/creator/creatorName,"Plank, Terry"
100525.xml,Middle Name,/resource/creators/creator/creatorName,"Bendersky, Claire"
100525.xml,Middle Name,/resource/creators/creator/creatorName,"Lee, Cin-Ty"
100525.xml,Middle Name,/resource/creators/creator/creatorName,"Forsyth, Donald"
100525.xml,Last Name,/resource/creators/creator/creatorName,"Plank, Terry"
100525.xml,Last Name,/resource/creators/creator/creatorName,"Bendersky, Claire"
100525.xml,Last Name,/resource/creators/creator/creatorName,"Lee, Cin-Ty"
100525.xml,Last Name,/resource/creators/creator/creatorName,"Forsyth, Donald"
100525.xml,Publication Date,/resource/publicationYear,"2015"
100525.xml,Publisher,/resource/publisher,"Integrated Earth Data Applications (IEDA)"
100525.xml,Resource Version,/resource/version,"1.0"
100525.xml,Resource Identifier,/resource/identifier,"10.1594/IEDA/100525"
100525.xml,Resource Identifier,/resource/alternateIdentifiers/alternateIdentifier,"http://www.earthchem.org/library/browse/view?id=847"
100525.xml,Author / Originator Identifier,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,"GeoPass"
100525.xml,Bounding Box,/resource/geoLocations/geoLocation/geoLocationPlace,"Basin and Range, Black Rock Volcanic Field, Snow Canyon Volcanic Field, Uinkaret Volcanic Field, Western Grand Canyon, Utah, Arizona"
100525.xml,Contributor Name,/resource/contributors/contributor/contributorName,"EarthChem Library (ECL)"
100525.xml,Resource Format,/resource/formats/format,"application/pdf"
100525.xml,Rights,/resource/rightsList/rights,"Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]"
100525.xml,Distribution Format,/resource/formats/format,"application/pdf"
100525.xml,Resource Type,/resource/resourceType/@resourceTypeGeneral,"Collection"
100525.xml,Spatial Extent,/resource/geoLocations/geoLocation,"36.217683 -113.695066667 39.11905 -112.501433333"
100525.xml,Spatial Extent,/resource/geoLocations/geoLocation,"Basin and Range, Black Rock Volcanic Field, Snow Canyon Volcanic Field, Uinkaret Volcanic Field, Western Grand Canyon, Utah, Arizona"
100525.xml,Resource Language,/resource/language,"eng"
100525.xml,Contributor Role,/resource/contributors/contributor/@contributorType,"Editor"
100525.xml,Resource Identifier Type,/resource/identifier/@identifierType,"DOI"
100525.xml,Keyword,/resource/subjects/subject,"SampleInfo"
100526.xml,Resource Title,/resource/titles/title,"XRF and XRD data on bulk andosol soil samples from Northern Chilean Patagonia"
100526.xml,Resource Creation/Revision Date,/resource/dates/date,"2016-01-01"
100526.xml,Abstract,/resource/descriptions/description,"The dataset comprises XRF and XRD data on bulk soil samples obtained from three andosol profiles AP12-02 (459'3 S-724'12 W), AP12-04 (4517'42 S-7244'23 W) and AP13-11 (467'24 S-722'55 W) obtained from Northern Chilean Patagonia."
100526.xml,Theme Keyword,/resource/subjects/subject,"Chemistry:Sediment"
100526.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100526.xml,Responsible Party Identifier,/resource/contributors/contributor/nameIdentifier,"10.17616/R3V644"
100526.xml,Responsible Party Identifier Type,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,"DOI"
100526.xml,First Name,/resource/creators/creator/creatorName,"Vandekerkhove, Elke"
100526.xml,First Name,/resource/creators/creator/creatorName,"Bertrand, Sébastien"
100526.xml,First Name,/resource/creators/creator/creatorName,"Reid, Brian"
100526.xml,First Name,/resource/creators/creator/creatorName,"Astrid, Bartels"
100526.xml,First Name,/resource/creators/creator/creatorName,"Charlier, Bernard"
100526.xml,Middle Name,/resource/creators/creator/creatorName,"Vandekerkhove, Elke"
100526.xml,Middle Name,/resource/creators/creator/creatorName,"Bertrand, Sébastien"
100526.xml,Middle Name,/resource/creators/creator/creatorName,"Reid, Brian"
100526.xml,Middle Name,/resource/creators/creator/creatorName,"Astrid, Bartels"
100526.xml,Middle Name,/resource/creators/creator/creatorName,"Charlier, Bernard"
100526.xml,Last Name,/resource/creators/creator/creatorName,"Vandekerkhove, Elke"
100526.xml,Last Name,/resource/creators/creator/creatorName,"Bertrand, Sébastien"
100526.xml,Last Name,/resource/creators/creator/creatorName,"Reid, Brian"
100526.xml,Last Name,/resource/creators/creator/creatorName,"Astrid, Bartels"
100526.xml,Last Name,/resource/creators/creator/creatorName,"Charlier, Bernard"
100526.xml,Publication Date,/resource/publicationYear,"2015"
100526.xml,Publisher,/resource/publisher,"Integrated Earth Data Applications (IEDA)"
100526.xml,Resource Version,/resource/version,"1.0"
100526.xml,Resource Identifier,/resource/identifier,"10.1594/IEDA/100526"
100526.xml,Resource Identifier,/resource/alternateIdentifiers/alternateIdentifier,"http://www.earthchem.org/library/browse/view?id=850"
100526.xml,Author / Originator Identifier,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,"GeoPass"
100526.xml,Bounding Box,/resource/geoLocations/geoLocation/geoLocationPlace,"Northern Chilean Patagonia"
100526.xml,Contributor Name,/resource/contributors/contributor/contributorName,"EarthChem Library (ECL)"
100526.xml,Resource Format,/resource/formats/format,"application/vnd.ms-excel"
100526.xml,Rights,/resource/rightsList/rights,"Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]"
100526.xml,Distribution Format,/resource/formats/format,"application/vnd.ms-excel"
100526.xml,Resource Type,/resource/resourceType/@resourceTypeGeneral,"Dataset"
100526.xml,Spatial Extent,/resource/geoLocations/geoLocation,"-46.12351 -72.74 -45.15111 -72.04875"
100526.xml,Spatial Extent,/resource/geoLocations/geoLocation,"Northern Chilean Patagonia"
100526.xml,Resource Language,/resource/language,"eng"
100526.xml,Contributor Role,/resource/contributors/contributor/@contributorType,"Editor"
100526.xml,Resource Identifier Type,/resource/identifier/@identifierType,"DOI"
100526.xml,Keyword,/resource/subjects/subject,"Chemistry:Sediment"
100527.xml,Resource Title,/resource/titles/title,"Data Report Stable Isotope Analysis: Switchyard-13 (Arctic Ocean)"
100527.xml,Resource Creation/Revision Date,/resource/dates/date,"2015-04-01"
100527.xml,Abstract,/resource/descriptions/description,"Delta-18O and Delta-D ratio measurements of water from the 'Switchyard-13' project. 169 samples collected in May, 2013 in the Arctic Ocean."
100527.xml,Theme Keyword,/resource/subjects/subject,"Chemistry:Fluid"
100527.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100527.xml,Responsible Party Identifier,/resource/contributors/contributor/nameIdentifier,"10.17616/R3V644"
100527.xml,Responsible Party Identifier Type,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,"DOI"
100527.xml,First Name,/resource/creators/creator/creatorName,"Friedrich, Ronny"
100527.xml,First Name,/resource/creators/creator/creatorName,"Schlosser, Peter"
100527.xml,Middle Name,/resource/creators/creator/creatorName,"Friedrich, Ronny"
100527.xml,Middle Name,/resource/creators/creator/creatorName,"Schlosser, Peter"
100527.xml,Last Name,/resource/creators/creator/creatorName,"Friedrich, Ronny"
100527.xml,Last Name,/resource/creators/creator/creatorName,"Schlosser, Peter"
100527.xml,Publication Date,/resource/publicationYear,"2015"
100527.xml,Publisher,/resource/publisher,"Integrated Earth Data Applications (IEDA)"
100527.xml,Resource Version,/resource/version,"1.0"
100527.xml,Resource Identifier,/resource/identifier,"10.1594/IEDA/100527"
100527.xml,Resource Identifier,/resource/alternateIdentifiers/alternateIdentifier,"http://www.earthchem.org/library/browse/view?id=851"
100527.xml,Bounding Box,/resource/geoLocations/geoLocation/geoLocationPlace,"Arctic Ocean"
100527.xml,Contributor Name,/resource/contributors/contributor/contributorName,"EarthChem Library (ECL)"
100527.xml,Resource Format,/resource/formats/format,"application/pdf"
100527.xml,Rights,/resource/rightsList/rights,"Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]"
100527.xml,Distribution Format,/resource/formats/format,"application/pdf"
100527.xml,Resource Type,/resource/resourceType/@resourceTypeGeneral,"Dataset"
100527.xml,Spatial Extent,/resource/geoLocations/geoLocation,"Arctic Ocean"
100527.xml,Resource Language,/resource/language,"eng"
100527.xml,Contributor Role,/resource/contributors/contributor/@contributorType,"Editor"
100527.xml,Resource Identifier Type,/resource/identifier/@identifierType,"DOI"
100527.xml,Keyword,/resource/subjects/subject,"Chemistry:Fluid"
100528.xml,Resource Title,/resource/titles/title,"Data Report Stable Isotope Analysis: S4P (Antarctica)"
100528.xml,Resource Creation/Revision Date,/resource/dates/date,"2015-04-01"
100528.xml,Abstract,/resource/descriptions/description,"Delta-18O and Delta-D ratio measurements of water from the 'S4P' project. 821 samples collected from Feb, 2011 to April 2012."
100528.xml,Theme Keyword,/resource/subjects/subject,"Chemistry:Fluid"
100528.xml,Keyword Vocabulary,/resource/subjects/subject/@subjectScheme,"ECL"
100528.xml,Responsible Party Identifier,/resource/contributors/contributor/nameIdentifier,"10.17616/R3V644"
100528.xml,Responsible Party Identifier Type,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,"DOI"
100528.xml,First Name,/resource/creators/creator/creatorName,"Friedrich, Ronny"
100528.xml,First Name,/resource/creators/creator/creatorName,"Schlosser, Peter"
100528.xml,Middle Name,/resource/creators/creator/creatorName,"Friedrich, Ronny"
100528.xml,Middle Name,/resource/creators/creator/creatorName,"Schlosser, Peter"
100528.xml,Last Name,/resource/creators/creator/creatorName,"Friedrich, Ronny"
100528.xml,Last Name,/resource/creators/creator/creatorName,"Schlosser, Peter"
